,Unnamed: 0,kepid,name,koi_impact,koi_prad
5837,5837,8142787,Kepler-439 b,0.042,2.25
5848,5848,11075429,Kepler-1137 b,0.936,3.01
5849,5849,11705004,Kepler-1806 b,0.455,1.96
5851,5851,11244682,Kepler-1699 b,0.116,1.32
5853,5853,5895158,Kepler-1532 b,0.174,1.29
5860,5860,8934103,Kepler-1538 b,0.07,3.06
5873,5873,4947556,Kepler-1930 b,0.93,2.08
5883,5883,9009953,Kepler-1700 b,0.944,3.41
5900,5900,7679812,Kepler-1931 b,0.015,2.05
5903,5903,8282846,Kepler-1539 b,0.063,2.67
5904,5904,5938970,Kepler-1540 b,0.822,3.14
5907,5907,7375348,Kepler-508 b,0.799,1.77
5923,5923,8636434,Kepler-1533 b,0.022,3.28
5945,5945,7810483,Kepler-1676 b,0.38,3.09
5953,5953,9904006,Kepler-361 b,0.009,1.34
5968,5968,8081187,Kepler-1025 b,0.608,35.34
5996,5996,6342333,Kepler-1789 b,0.911,3.24
6003,6003,10404582,Kepler-362 b,0.754,1.25
6010,6010,4570949,Kepler-76 b,0.918,13.43
6016,6016,11497958,Kepler-296 e,0.105,1.06
6020,6020,6444896,Kepler-1649 b,0.049,0.49
6024,6024,11442793,Kepler-90 c,0.343,1.53
6025,6025,11442793,Kepler-90 b,0.156,1.29
6044,6044,10005758,Kepler-1662 c,0.888,6.36
6058,6058,12405333,Kepler-1409 b,0.235,1.04
6066,6066,2715695,Kepler-1899 b,0.752,1.64
6067,6067,11442793,Kepler-90 e,0.025,2.62
6070,6070,12352520,Kepler-1904 b,0.327,1.33
6071,6071,7455981,Kepler-1425 b,0.522,0.72
6076,6076,5474613,Kepler-1659 b,1.19,22.29
6077,6077,9823519,Kepler-1350 c,0.066,1.4
6079,6079,10587105,Kepler-529 d,0.963,2.44
6080,6080,8558011,Kepler-607 b,0.092,0.91
6103,6103,7742408,Kepler-1697 b,0.961,2.97
6128,6128,8231667,Kepler-1926 b,0.02,2.67
6132,6132,5437945,Kepler-460 c,0.023,5.94
6165,6165,1873513,Kepler-1624 b,0.09,4.91
6180,6180,5551240,Kepler-1626 b,0.344,1.24
6299,6299,4760478,Kepler-1625 b,0.015,11.67
6437,6437,6184894,Kepler-1627 b,0.028,3.06
6463,6463,9002278,Kepler-62 f,0.378,1.43
6464,6464,6026438,Kepler-354 c,0.471,1.31
6491,6491,8753896,Kepler-389 c,0.927,2.08
6522,6522,11177676,Kepler-1454 b,0.161,1.98
6617,6617,7731281,Kepler-1628 b,0.577,6.28
6720,6720,8745553,Kepler-1633 b,0.827,6.71
6750,6750,7978202,Kepler-1630 b,0.0254,2.62
6757,6757,8891684,Kepler-1634 b,0.626,4.27
6764,6764,9715631,Kepler-1636 b,0.03,3.2
6774,6774,10777591,Kepler-1637 b,0.108,0.79
6810,6810,8037038,Kepler-1631 b,0.97,1.75
6842,6842,8105398,Kepler-1632 b,0.019,2.41
6942,6942,9141355,Kepler-1635 b,0.906,3.24
7126,7126,11037818,Kepler-1638 b,0.447,6.04
7153,7153,11176166,Kepler-1639 b,0.732,2.64
7189,7189,6368175,Kepler-1703 c,0.681,0.8
7210,7210,8653134,Kepler-1643 b,0.021,1.72
7217,7217,8030339,Kepler-1534 b,0.616,1.92
7218,7218,8037145,Kepler-176 e,0.817,1.51
7248,7248,7100673,Kepler-1542 d,0.505,0.91
7249,7249,7100673,Kepler-1542 e,0.083,0.85
7285,7285,3645438,Kepler-1600 b,0.01,2.96
7343,7343,8780959,Kepler-1518 b,0.962,2.81
7392,7392,5629353,Kepler-1640 b,0.815,5.83
7420,7420,10717220,Kepler-1644 b,0.832,1.88
7426,7426,10989274,Kepler-1645 b,0.081,2.25
7432,7432,4247991,Kepler-1185 b,0.532,1.39
7474,7474,6221385,Kepler-1641 b,0.721,4.07
7475,7475,6221385,Kepler-1641 c,0.007,3.73
7553,7553,7908367,Kepler-1642 b,0.104,5.41
7554,7554,7908367,Kepler-1642 c,0.064,4.81
7556,7556,4142847,Kepler-1143 c,0.642,3.23
7582,7582,12206313,Kepler-401 d,0.885,2.57
7588,7588,10122538,Kepler-1388 d,0.112,2.38
7606,7606,10122538,Kepler-1388 e,0.338,2.25
7612,7612,11125797,Kepler-1482 b,0.441,1.0
7632,7632,4735826,Kepler-1972 c,0.1749,0.91
7658,7658,11442793,Kepler-90 f,0.943,3.37
8057,8057,8540376,Kepler-457 d,0.734,2.71
8817,8817,7350067,Kepler-1646 b,0.442,0.95
8956,8956,9730163,Kepler-445 d,0.461,2.44
9014,9014,8311864,Kepler-452 b,0.059,1.09
9083,9083,7935997,Kepler-1629 b,0.025,0.68
9181,9181,8873450,Kepler-1975 b,0.717,2.03
