,Unnamed: 0,index,row,name,light years from earth,planet mass,stellar magnitude,discovery date,planet type,planet radius,orbital period,solar system name,planet discovery method,host temperature (Cº),host mass,host radius,Tª type,distance type,planet radius [0],indice masa
1338,1338,1338,2757,Kepler-312 c,2663.0,10.1 Earths,12.921,2014,Neptune-like,0.281 x Jupiter,19.7 days,Kepler-311,Transit,2882.777777777778,0.96,1.19,muy caliente,criogenia,0.281,10.1
1339,1339,1339,2758,Kepler-313 b,3521.0,6.94 Earths,14.111,2014,Neptune-like,0.226 x Jupiter,15 days,Kepler-311,Transit,2882.777777777778,0.96,1.19,muy caliente,criogenia,0.226,6.94
1340,1340,1340,2759,Kepler-313 c,3521.0,7.13 Earths,14.111,2014,Neptune-like,0.229 x Jupiter,32.3 days,Kepler-312,Transit,2999.4444444444443,0.96,1.47,muy caliente,criogenia,0.229,7.13
1341,1341,1341,2760,Kepler-314 b,884.0,0.498 Earths,12.523,2014,Terrestrial,0.83 x Earth,2.5 days,Kepler-312,Transit,2999.4444444444443,0.96,1.47,muy caliente,criogenia,0.83,0.498
1342,1342,1342,2761,Kepler-314 c,884.0,8.75 Earths,12.523,2014,Neptune-like,0.259 x Jupiter,6 days,Kepler-313,Transit,2783.8888888888887,0.96,1.54,muy caliente,criogenia,0.259,8.75
1343,1343,1343,2762,Kepler-315 b,3913.0,13.7 Earths,15.289,2014,Neptune-like,0.336 x Jupiter,96.1 days,Kepler-313,Transit,2783.8888888888887,0.96,1.54,muy caliente,criogenia,0.336,13.7
1344,1344,1344,2763,Kepler-315 c,3913.0,16.1 Earths,15.289,2014,Neptune-like,0.37 x Jupiter,265.5 days,Kepler-314,Transit,2590.0,0.96,0.95,muy caliente,criogenia,0.37,16.1
1345,1345,1345,2764,Kepler-316 b,1270.0,1.2 Earths,15.194,2014,Super Earth,1.06 x Earth,2.2 days,Kepler-314,Transit,2590.0,0.96,0.95,muy caliente,criogenia,1.06,1.2
1346,1346,1346,2765,Kepler-316 c,1270.0,1.65 Earths,15.194,2014,Super Earth,1.16 x Earth,6.8 days,Kepler-315,Transit,2822.222222222222,0.96,1.04,muy caliente,criogenia,1.16,1.65
1347,1347,1347,2766,Kepler-317 b,3151.0,0.345 Jupiters,15.457,2014,Super Earth,2.09 x Earth,5.5 days,Kepler-315,Transit,2822.222222222222,0.96,1.04,muy caliente,criogenia,2.09,0.345
1348,1348,1348,2767,Kepler-317 c,3151.0,3.61 Earths,15.457,2014,Super Earth,1.72 x Earth,8.8 days,Kepler-316,Transit,1937.7777777777776,0.96,0.52,muy caliente,criogenia,1.72,3.61
1349,1349,1349,2768,Kepler-318 b,1618.0,19.9 Earths,13.281,2014,Neptune-like,0.42 x Jupiter,4.7 days,Kepler-316,Transit,1937.7777777777776,0.96,0.52,muy caliente,criogenia,0.42,19.9
1350,1350,1350,2769,Kepler-318 c,1618.0,13.1 Earths,13.281,2014,Neptune-like,0.328 x Jupiter,11.8 days,Kepler-317,Transit,2656.111111111112,0.96,0.94,muy caliente,criogenia,0.328,13.1
1351,1351,1351,2770,Kepler-319 b,1666.0,3.29 Earths,13.791,2014,Super Earth,1.63 x Earth,4.4 days,Kepler-317,Transit,2656.111111111112,0.96,0.94,muy caliente,criogenia,1.63,3.29
1352,1352,1352,2771,Kepler-319 c,1666.0,7.41 Earths,13.791,2014,Neptune-like,0.235 x Jupiter,6.9 days,Kepler-318,Transit,2794.4444444444443,0.96,1.19,muy caliente,criogenia,0.235,7.41
1353,1353,1353,2772,Kepler-319 d,1666.0,5.86 Earths,13.791,2014,Neptune-like,0.204 x Jupiter,31.8 days,Kepler-318,Transit,2794.4444444444443,0.96,1.19,muy caliente,criogenia,0.204,5.86
1354,1354,1354,2773,Kepler-31 b,5701.0,25.9 Earths,15.224,2011,Neptune-like,0.491 x Jupiter,20.9 days,Kepler-319,Transit,2672.222222222222,0.96,0.9,muy caliente,criogenia,0.491,25.9
1355,1355,1355,2774,Kepler-31 c,5701.0,4.7 Jupiters,15.224,2011,Gas Giant,0.473 x Jupiter,42.6 days,Kepler-319,Transit,2672.222222222222,0.96,0.9,muy caliente,criogenia,0.473,4.7
1356,1356,1356,2775,Kepler-31 d,5701.0,6.8 Jupiters,15.224,2014,Gas Giant,0.348 x Jupiter,87.6 days,Kepler-319,Transit,2672.222222222222,0.96,0.9,muy caliente,criogenia,0.348,6.8
1357,1357,1357,2776,Kepler-320 b,2762.0,1.55 Earths,13.434,2014,Super Earth,1.14 x Earth,8.4 days,Kepler-32,Transit,1768.8888888888887,0.58,0.53,muy caliente,criogenia,1.14,1.55
1358,1358,1358,2777,Kepler-320 c,2762.0,2.45 Earths,13.434,2014,Super Earth,1.37 x Earth,17.9 days,Kepler-32,Transit,1768.8888888888887,0.58,0.53,muy caliente,criogenia,1.37,2.45
1359,1359,1359,2778,Kepler-321 b,1268.0,3.78 Earths,12.755,2014,Super Earth,1.77 x Earth,4.9 days,Kepler-32,Transit,1768.8888888888887,0.58,0.53,muy caliente,criogenia,1.77,3.78
1360,1360,1360,2779,Kepler-321 c,1268.0,5.99 Earths,12.755,2014,Neptune-like,0.207 x Jupiter,13.1 days,Kepler-32,Transit,1768.8888888888887,0.58,0.53,muy caliente,criogenia,0.207,5.99
1361,1361,1361,2780,Kepler-322 b,1322.0,1.01 Earths,13.503,2014,Super Earth,1.01 x Earth,1.7 days,Kepler-32,Transit,1768.8888888888887,0.58,0.53,muy caliente,criogenia,1.01,1.01
1362,1362,1362,2781,Kepler-322 c,1322.0,3.43 Earths,13.503,2014,Super Earth,1.67 x Earth,4.3 days,Kepler-320,Transit,3177.222222222222,0.96,1.11,muy caliente,criogenia,1.67,3.43
1363,1363,1363,2782,Kepler-323 b,1503.0,2.153 Jupiters,12.658,2014,Super Earth,1.43 x Earth,1.7 days,Kepler-320,Transit,3177.222222222222,0.96,1.11,muy caliente,criogenia,1.43,2.153
1364,1364,1364,2783,Kepler-323 c,1503.0,0.251 Jupiters,12.658,2014,Super Earth,1.63 x Earth,3.6 days,Kepler-321,Transit,2791.111111111112,0.96,1.19,muy caliente,criogenia,1.63,0.251
1365,1365,1365,2784,Kepler-324 b,1660.0,1.55 Earths,14.091,2014,Super Earth,1.14 x Earth,4.4 days,Kepler-321,Transit,2791.111111111112,0.96,1.19,muy caliente,criogenia,1.14,1.55
1366,1366,1366,2785,Kepler-324 c,1660.0,10.1 Earths,14.091,2014,Neptune-like,0.281 x Jupiter,51.8 days,Kepler-322,Transit,2595.555555555556,0.96,0.89,muy caliente,criogenia,0.281,10.1
1367,1367,1367,2786,Kepler-325 b,2750.0,8.8 Earths,15.005,2014,Neptune-like,0.26 x Jupiter,4.5 days,Kepler-322,Transit,2595.555555555556,0.96,0.89,muy caliente,criogenia,0.26,8.8
1368,1368,1368,2787,Kepler-325 c,2750.0,6.99 Earths,15.005,2014,Neptune-like,0.227 x Jupiter,12.8 days,Kepler-323,Transit,2928.333333333333,0.96,1.18,muy caliente,criogenia,0.227,6.99
1369,1369,1369,2788,Kepler-325 d,2750.0,8.2 Earths,15.005,2014,Neptune-like,0.249 x Jupiter,38.7 days,Kepler-323,Transit,2928.333333333333,0.96,1.18,muy caliente,criogenia,0.249,8.2
1370,1370,1370,2789,Kepler-326 b,1612.0,0.14 Jupiters,13.679,2014,Super Earth,1.52 x Earth,2.2 days,Kepler-324,Transit,2487.777777777778,0.96,0.84,muy caliente,criogenia,1.52,0.14
1371,1371,1371,2790,Kepler-326 c,1612.0,17.4 Earths,13.679,2014,Super Earth,1.4 x Earth,4.6 days,Kepler-324,Transit,2487.777777777778,0.96,0.84,muy caliente,criogenia,1.4,17.4
1372,1372,1372,2791,Kepler-326 d,1612.0,6.9 Earths,13.679,2014,Super Earth,1.21 x Earth,6.8 days,Kepler-325,Transit,2797.777777777778,0.96,1.0,muy caliente,criogenia,1.21,6.9
1373,1373,1373,2792,Kepler-327 b,795.0,1.41 Earths,14.98,2014,Super Earth,1.11 x Earth,2.5 days,Kepler-325,Transit,2797.777777777778,0.96,1.0,muy caliente,criogenia,1.11,1.41
1374,1374,1374,2793,Kepler-327 c,795.0,20.3 Earths,14.98,2014,Super Earth,1.03 x Earth,5.2 days,Kepler-325,Transit,2797.777777777778,0.96,1.0,muy caliente,criogenia,1.03,20.3
1375,1375,1375,2794,Kepler-327 d,795.0,3.64 Earths,14.98,2014,Super Earth,1.73 x Earth,14 days,Kepler-326,Transit,2438.333333333333,0.96,0.8,muy caliente,criogenia,1.73,3.64
1376,1376,1376,2795,Kepler-328 b,7680.0,28.5 Earths,15.604,2013,Super Earth,0.205 x Jupiter,34.9 days,Kepler-326,Transit,2438.333333333333,0.96,0.8,muy caliente,criogenia,0.205,28.5
1377,1377,1377,2796,Kepler-328 c,7680.0,39.4 Earths,15.604,2013,Gas Giant,0.482 x Jupiter,71.3 days,Kepler-326,Transit,2438.333333333333,0.96,0.8,muy caliente,criogenia,0.482,39.4
1378,1378,1378,2797,Kepler-329 b,1452.0,2.54 Earths,15.431,2014,Super Earth,1.4 x Earth,7.4 days,Kepler-327,Transit,1712.7777777777778,0.96,0.49,muy caliente,criogenia,1.4,2.54
1379,1379,1379,2798,Kepler-329 c,1452.0,4.38 Earths,15.431,2014,Super Earth,1.93 x Earth,18.7 days,Kepler-327,Transit,1712.7777777777778,0.96,0.49,muy caliente,criogenia,1.93,4.38
1380,1380,1380,2799,Kepler-32 b,1066.0,4.1 Jupiters,16.452,2011,Gas Giant,2.2 x Earth,5.9 days,Kepler-327,Transit,1712.7777777777778,0.96,0.49,muy caliente,criogenia,2.2,4.1
1381,1381,1381,2800,Kepler-32 c,1066.0,0.5 Jupiters,16.452,2011,Neptune-like,2.0 x Earth,8.8 days,Kepler-328,Transit,2887.777777777778,1.1,1.0,muy caliente,criogenia,2.0,0.5
1382,1382,1382,2801,Kepler-32 d,1066.0,7.75 Earths,16.452,2012,Neptune-like,0.241 x Jupiter,22.8 days,Kepler-328,Transit,2887.777777777778,1.1,1.0,muy caliente,criogenia,0.241,7.75
1383,1383,1383,2802,Kepler-32 e,1066.0,2.86 Earths,16.452,2012,Super Earth,1.5 x Earth,2.9 days,Kepler-329,Transit,1967.2222222222224,0.96,0.52,muy caliente,criogenia,1.5,2.86
1384,1384,1384,2803,Kepler-32 f,1066.0,0.477 Earths,16.452,2012,Terrestrial,0.82 x Earth,0.7 days,Kepler-329,Transit,1967.2222222222224,0.96,0.52,muy caliente,criogenia,0.82,0.477
1385,1385,1385,2804,Kepler-330 b,2389.0,2.39 Earths,15.263,2014,Super Earth,1.35 x Earth,8.3 days,Kepler-33,Transit,2882.222222222222,1.29,1.82,muy caliente,criogenia,1.35,2.39
1386,1386,1386,2805,Kepler-330 c,2389.0,4.46 Earths,15.263,2014,Super Earth,1.95 x Earth,16 days,Kepler-33,Transit,2882.222222222222,1.29,1.82,muy caliente,criogenia,1.95,4.46
1387,1387,1387,2806,Kepler-331 b,1923.0,3.97 Earths,15.836,2014,Super Earth,1.82 x Earth,8.5 days,Kepler-33,Transit,2882.222222222222,1.29,1.82,muy caliente,criogenia,1.82,3.97
1388,1388,1388,2807,Kepler-331 c,1923.0,4.04 Earths,15.836,2014,Super Earth,1.84 x Earth,17.3 days,Kepler-33,Transit,2882.222222222222,1.29,1.82,muy caliente,criogenia,1.84,4.04
1389,1389,1389,2808,Kepler-331 d,1923.0,3.33 Earths,15.836,2014,Super Earth,1.64 x Earth,32.1 days,Kepler-33,Transit,2882.222222222222,1.29,1.82,muy caliente,criogenia,1.64,3.33
1390,1390,1390,2809,Kepler-332 b,1134.0,1.71 Earths,14.003,2014,Super Earth,1.17 x Earth,7.6 days,Kepler-330,Transit,2445.0,0.96,0.72,muy caliente,criogenia,1.17,1.71
1391,1391,1391,2810,Kepler-332 c,1134.0,1.32 Earths,14.003,2014,Super Earth,1.09 x Earth,16 days,Kepler-330,Transit,2445.0,0.96,0.72,muy caliente,criogenia,1.09,1.32
1392,1392,1392,2811,Kepler-332 d,1134.0,1.76 Earths,14.003,2014,Super Earth,1.18 x Earth,34.2 days,Kepler-331,Transit,2017.2222222222224,0.96,0.49,muy caliente,criogenia,1.18,1.76
1393,1393,1393,2812,Kepler-333 b,1068.0,28.2 Earths,14.721,2014,Super Earth,1.32 x Earth,12.6 days,Kepler-331,Transit,2017.2222222222224,0.96,0.49,muy caliente,criogenia,1.32,28.2
1394,1394,1394,2813,Kepler-333 c,1068.0,1.41 Earths,14.721,2014,Super Earth,1.11 x Earth,24.1 days,Kepler-331,Transit,2017.2222222222224,0.96,0.49,muy caliente,criogenia,1.11,1.41
1395,1395,1395,2814,Kepler-334 b,1409.0,1.46 Earths,12.73,2014,Super Earth,1.12 x Earth,5.5 days,Kepler-332,Transit,2355.0,0.96,0.72,muy caliente,criogenia,1.12,1.46
1396,1396,1396,2815,Kepler-334 c,1409.0,2.63 Earths,12.73,2014,Super Earth,1.43 x Earth,12.8 days,Kepler-332,Transit,2355.0,0.96,0.72,muy caliente,criogenia,1.43,2.63
1397,1397,1397,2816,Kepler-334 d,1409.0,2.57 Earths,12.73,2014,Super Earth,1.41 x Earth,25.1 days,Kepler-332,Transit,2355.0,0.96,0.72,muy caliente,criogenia,1.41,2.57
1398,1398,1398,2817,Kepler-335 b,4330.0,11.4 Earths,13.96,2014,Neptune-like,0.302 x Jupiter,6.6 days,Kepler-333,Transit,1968.3333333333333,0.96,0.53,muy caliente,criogenia,0.302,11.4
1399,1399,1399,2818,Kepler-335 c,4330.0,9.64 Earths,13.96,2014,Neptune-like,0.274 x Jupiter,67.8 days,Kepler-333,Transit,1968.3333333333333,0.96,0.53,muy caliente,criogenia,0.274,9.64
1400,1400,1400,2819,Kepler-336 b,7605.0,1.04 Earths,13.584,2014,Super Earth,1.02 x Earth,2 days,Kepler-334,Transit,2840.0,0.96,1.07,muy caliente,criogenia,1.02,1.04
1401,1401,1401,2820,Kepler-336 c,7605.0,5.06 Earths,13.584,2014,Neptune-like,2.1 x Earth,9.6 days,Kepler-334,Transit,2840.0,0.96,1.07,muy caliente,criogenia,2.1,5.06
1402,1402,1402,2821,Kepler-336 d,7605.0,6.21 Earths,13.584,2014,Neptune-like,0.211 x Jupiter,20.7 days,Kepler-334,Transit,2840.0,0.96,1.07,muy caliente,criogenia,0.211,6.21
1403,1403,1403,2822,Kepler-337 b,2255.0,2.99 Earths,12.708,2014,Super Earth,1.54 x Earth,3.3 days,Kepler-335,Transit,2867.222222222222,0.96,1.85,muy caliente,criogenia,1.54,2.99
1404,1404,1404,2823,Kepler-337 c,2255.0,4.86 Earths,12.708,2014,Super Earth,2.05 x Earth,9.7 days,Kepler-335,Transit,2867.222222222222,0.96,1.85,muy caliente,criogenia,2.05,4.86
1405,1405,1405,2824,Kepler-338 b,1832.0,30.6 Earths,12.083,2014,Super Earth,0.218 x Jupiter,13.7 days,Kepler-336,Transit,2861.6666666666665,0.96,1.3,muy caliente,criogenia,0.218,30.6
1406,1406,1406,2825,Kepler-338 c,1832.0,6.08 Earths,12.083,2014,Neptune-like,0.209 x Jupiter,24.3 days,Kepler-336,Transit,2861.6666666666665,0.96,1.3,muy caliente,criogenia,0.209,6.08
1407,1407,1407,2826,Kepler-338 d,1832.0,9.27 Earths,12.083,2014,Neptune-like,0.268 x Jupiter,44.4 days,Kepler-336,Transit,2861.6666666666665,0.96,1.3,muy caliente,criogenia,0.268,9.27
1408,1408,1408,2827,Kepler-338 e,1832.0,8.5 Earths,12.083,2014,Super Earth,1.56 x Earth,9.3 days,Kepler-337,Transit,2760.0,0.96,1.76,muy caliente,criogenia,1.56,8.5
1409,1409,1409,2828,Kepler-339 b,2047.0,2.6 Earths,14.513,2014,Super Earth,1.42 x Earth,5 days,Kepler-337,Transit,2760.0,0.96,1.76,muy caliente,criogenia,1.42,2.6
1410,1410,1410,2829,Kepler-339 c,2047.0,7.3 Earths,14.513,2014,Super Earth,1.15 x Earth,7 days,Kepler-338,Transit,2892.777777777778,0.96,1.74,muy caliente,criogenia,1.15,7.3
1411,1411,1411,2830,Kepler-339 d,2047.0,14.7 Earths,14.513,2014,Super Earth,1.17 x Earth,10.6 days,Kepler-338,Transit,2892.777777777778,0.96,1.74,muy caliente,criogenia,1.17,14.7
1412,1412,1412,2831,Kepler-33 b,4087.0,3.68 Earths,13.951,2011,Super Earth,1.74 x Earth,5.7 days,Kepler-338,Transit,2892.777777777778,0.96,1.74,muy caliente,criogenia,1.74,3.68
1413,1413,1413,2832,Kepler-33 c,4087.0,0.39 Earths,13.951,2011,Terrestrial,0.285 x Jupiter,13.2 days,Kepler-338,Transit Timing Variations,2892.777777777778,0.96,1.74,muy caliente,criogenia,0.285,0.39
1414,1414,1414,2833,Kepler-33 d,4087.0,3.91 Earths,13.951,2011,Neptune-like,0.477 x Jupiter,21.8 days,Kepler-339,Transit,2730.555555555556,0.96,0.8,muy caliente,criogenia,0.477,3.91
1415,1415,1415,2834,Kepler-33 e,4087.0,5.57 Earths,13.951,2011,Neptune-like,0.359 x Jupiter,31.8 days,Kepler-339,Transit,2730.555555555556,0.96,0.8,muy caliente,criogenia,0.359,5.57
1416,1416,1416,2835,Kepler-33 f,4087.0,9.6 Earths,13.951,2011,Neptune-like,0.398 x Jupiter,41 days,Kepler-339,Transit,2730.555555555556,0.96,0.8,muy caliente,criogenia,0.398,9.6
1417,1417,1417,2836,Kepler-340 b,2699.0,6.94 Earths,12.303,2014,Neptune-like,0.226 x Jupiter,14.8 days,Kepler-34,Transit,2887.222222222222,1.05,1.16,muy caliente,criogenia,0.226,6.94
1418,1418,1418,2837,Kepler-340 c,2699.0,11.3 Earths,12.303,2014,Neptune-like,0.301 x Jupiter,22.8 days,Kepler-340,Transit,3280.0,0.96,1.85,muy caliente,criogenia,0.301,11.3
1419,1419,1419,2838,Kepler-341 b,3521.0,1.76 Earths,14.567,2014,Super Earth,1.18 x Earth,5.2 days,Kepler-340,Transit,3280.0,0.96,1.85,muy caliente,criogenia,1.18,1.76
1420,1420,1420,2839,Kepler-341 c,3521.0,3.53 Earths,14.567,2014,Super Earth,1.7 x Earth,8 days,Kepler-341,Transit,2942.222222222222,0.96,1.02,muy caliente,criogenia,1.7,3.53
1421,1421,1421,2840,Kepler-341 d,3521.0,4.08 Earths,14.567,2014,Super Earth,1.85 x Earth,27.7 days,Kepler-341,Transit,2942.222222222222,0.96,1.02,muy caliente,criogenia,1.85,4.08
1422,1422,1422,2841,Kepler-341 e,3521.0,4.62 Earths,14.567,2014,Super Earth,1.99 x Earth,42.5 days,Kepler-341,Transit,2942.222222222222,0.96,1.02,muy caliente,criogenia,1.99,4.62
1423,1423,1423,2842,Kepler-342 b,2608.0,5.69 Earths,13.099,2014,Neptune-like,0.201 x Jupiter,15.2 days,Kepler-341,Transit,2942.222222222222,0.96,1.02,muy caliente,criogenia,0.201,5.69
1424,1424,1424,2843,Kepler-342 c,2608.0,4.5 Earths,13.099,2014,Super Earth,1.96 x Earth,26.2 days,Kepler-342,Transit,3032.777777777778,0.96,1.47,muy caliente,criogenia,1.96,4.5
1425,1425,1425,2844,Kepler-342 d,2608.0,6.76 Earths,13.099,2014,Neptune-like,0.222 x Jupiter,39.5 days,Kepler-342,Transit,3032.777777777778,0.96,1.47,muy caliente,criogenia,0.222,6.76
1426,1426,1426,2845,Kepler-342 e,2608.0,0.615 Earths,13.099,2016,Terrestrial,0.88 x Earth,1.6 days,Kepler-342,Transit,3032.777777777778,0.96,1.47,muy caliente,criogenia,0.88,0.615
1427,1427,1427,2846,Kepler-343 b,3107.0,6.39 Earths,14.11,2014,Neptune-like,0.215 x Jupiter,9 days,Kepler-342,Transit,3032.777777777778,0.96,1.47,muy caliente,criogenia,0.215,6.39
1428,1428,1428,2847,Kepler-343 c,3107.0,4.74 Earths,14.11,2014,Super Earth,2.02 x Earth,23.2 days,Kepler-343,Transit,2828.333333333333,0.96,1.43,muy caliente,criogenia,2.02,4.74
1429,1429,1429,2848,Kepler-344 b,3367.0,7.32 Earths,15.303,2014,Neptune-like,0.233 x Jupiter,22 days,Kepler-343,Transit,2828.333333333333,0.96,1.43,muy caliente,criogenia,0.233,7.32
1430,1430,1430,2849,Kepler-344 c,3367.0,9.01 Earths,15.303,2014,Neptune-like,0.263 x Jupiter,125.6 days,Kepler-344,Transit,2810.0,0.96,0.98,muy caliente,criogenia,0.263,9.01
1431,1431,1431,2850,Kepler-345 b,1182.0,0.5 Earths,14.034,2014,Terrestrial,0.74 x Earth,7.4 days,Kepler-344,Transit,2810.0,0.96,0.98,muy caliente,criogenia,0.74,0.5
1432,1432,1432,2851,Kepler-345 c,1182.0,2.2 Earths,14.034,2014,Super Earth,1.2 x Earth,9.4 days,Kepler-345,Transit,2104.4444444444443,0.96,0.62,muy caliente,criogenia,1.2,2.2
1433,1433,1433,2852,Kepler-346 b,3303.0,7.56 Earths,15.155,2014,Neptune-like,0.237 x Jupiter,6.5 days,Kepler-345,Transit,2104.4444444444443,0.96,0.62,muy caliente,criogenia,0.237,7.56
1434,1434,1434,2853,Kepler-346 c,3303.0,9.64 Earths,15.155,2014,Neptune-like,0.274 x Jupiter,23.9 days,Kepler-346,Transit,2953.8888888888887,0.96,1.02,muy caliente,criogenia,0.274,9.64
1435,1435,1435,2854,Kepler-347 b,4402.0,4.54 Earths,14.489,2014,Super Earth,1.97 x Earth,12.8 days,Kepler-346,Transit,2953.8888888888887,0.96,1.02,muy caliente,criogenia,1.97,4.54
1436,1436,1436,2855,Kepler-347 c,4402.0,3.71 Earths,14.489,2014,Super Earth,1.75 x Earth,27.3 days,Kepler-347,Transit,2984.4444444444443,0.96,1.0,muy caliente,criogenia,1.75,3.71
1437,1437,1437,2856,Kepler-348 b,1893.0,2.92 Earths,12.588,2014,Super Earth,1.52 x Earth,7.1 days,Kepler-347,Transit,2984.4444444444443,0.96,1.0,muy caliente,criogenia,1.52,2.92
1438,1438,1438,2857,Kepler-348 c,1893.0,2.33 Earths,12.588,2014,Super Earth,1.33 x Earth,17.3 days,Kepler-348,Transit,3033.8888888888887,0.96,1.36,muy caliente,criogenia,1.33,2.33
1439,1439,1439,2858,Kepler-349 b,3153.0,0.297 Jupiters,14.721,2014,Super Earth,1.9 x Earth,5.9 days,Kepler-348,Transit,3033.8888888888887,0.96,1.36,muy caliente,criogenia,1.9,0.297
1440,1440,1440,2859,Kepler-349 c,3153.0,4.5 Earths,14.721,2014,Super Earth,1.96 x Earth,12.2 days,Kepler-349,Transit,2911.111111111112,0.96,0.93,muy caliente,criogenia,1.96,4.5
1441,1441,1441,2860,Kepler-34 b,4890.0,0.22 Jupiters,14.83,2011,Gas Giant,0.764 x Jupiter,288.8 days,Kepler-349,Transit,2911.111111111112,0.96,0.93,muy caliente,criogenia,0.764,0.22
1442,1442,1442,2861,Kepler-350 b,3209.0,4.08 Earths,13.761,2014,Super Earth,1.85 x Earth,11.2 days,Kepler-35,Transit,2716.6666666666665,0.89,1.03,muy caliente,criogenia,1.85,4.08
1443,1443,1443,2862,Kepler-350 c,3209.0,6.1 Earths,13.761,2013,Neptune-like,0.277 x Jupiter,17.8 days,Kepler-350,Transit,3038.8888888888887,0.96,1.53,muy caliente,criogenia,0.277,6.1
1444,1444,1444,2863,Kepler-350 d,3209.0,14.9 Earths,13.761,2013,Super Earth,0.25 x Jupiter,26.1 days,Kepler-350,Transit,3038.8888888888887,0.96,1.53,muy caliente,criogenia,0.25,14.9
1445,1445,1445,2864,Kepler-351 b,3646.0,4.8 Earths,15.966,2014,Neptune-like,0.273 x Jupiter,37.1 days,Kepler-350,Transit,3038.8888888888887,0.96,1.53,muy caliente,criogenia,0.273,4.8
1446,1446,1446,2865,Kepler-351 c,3646.0,11.1 Earths,15.966,2014,Neptune-like,0.285 x Jupiter,57.2 days,Kepler-351,Transit,2737.222222222222,0.96,0.85,muy caliente,criogenia,0.285,11.1
1447,1447,1447,2866,Kepler-351 d,3646.0,7.85 Earths,15.966,2016,Neptune-like,0.243 x Jupiter,142.5 days,Kepler-351,Transit,2737.222222222222,0.96,0.85,muy caliente,criogenia,0.243,7.85
1448,1448,1448,2867,Kepler-352 b,830.0,0.566 Earths,12.956,2014,Terrestrial,0.86 x Earth,10.1 days,Kepler-351,Transit,2737.222222222222,0.96,0.85,muy caliente,criogenia,0.86,0.566
1449,1449,1449,2868,Kepler-352 c,830.0,2.07 Earths,12.956,2014,Super Earth,1.24 x Earth,16.3 days,Kepler-352,Transit,2497.777777777778,0.96,0.78,muy caliente,criogenia,1.24,2.07
1450,1450,1450,2869,Kepler-353 b,1269.0,0.64 Earths,15.725,2014,Terrestrial,0.89 x Earth,5.8 days,Kepler-352,Transit,2497.777777777778,0.96,0.78,muy caliente,criogenia,0.89,0.64
1451,1451,1451,2870,Kepler-353 c,1269.0,2.48 Earths,15.725,2014,Super Earth,1.38 x Earth,8.4 days,Kepler-353,Transit,1770.5555555555557,0.96,0.5,muy caliente,criogenia,1.38,2.48
1452,1452,1452,2871,Kepler-354 b,1836.0,4.04 Earths,15.556,2014,Super Earth,1.84 x Earth,5.5 days,Kepler-353,Transit,1770.5555555555557,0.96,0.5,muy caliente,criogenia,1.84,4.04
1453,1453,1453,2872,Kepler-354 c,1836.0,2.27 Earths,15.556,2014,Super Earth,1.31 x Earth,16.9 days,Kepler-354,Transit,2184.4444444444443,0.96,0.67,muy caliente,criogenia,1.31,2.27
1454,1454,1454,2873,Kepler-354 d,1836.0,2.07 Earths,15.556,2014,Super Earth,1.24 x Earth,24.2 days,Kepler-354,Transit,2184.4444444444443,0.96,0.67,muy caliente,criogenia,1.24,2.07
1455,1455,1455,2874,Kepler-355 b,4872.0,2.73 Earths,15.066,2014,Super Earth,1.46 x Earth,11 days,Kepler-354,Transit,2184.4444444444443,0.96,0.67,muy caliente,criogenia,1.46,2.73
1456,1456,1456,2875,Kepler-355 c,4872.0,7.8 Earths,15.066,2014,Neptune-like,0.242 x Jupiter,25.8 days,Kepler-355,Transit,3037.777777777778,0.96,1.07,muy caliente,criogenia,0.242,7.8
1457,1457,1457,2876,Kepler-356 b,2356.0,3.09 Earths,12.965,2014,Super Earth,1.57 x Earth,4.6 days,Kepler-355,Transit,3037.777777777778,0.96,1.07,muy caliente,criogenia,1.57,3.09
1458,1458,1458,2877,Kepler-356 c,2356.0,3.93 Earths,12.965,2014,Super Earth,1.81 x Earth,13.1 days,Kepler-356,Transit,3009.4444444444443,0.96,1.33,muy caliente,criogenia,1.81,3.93
1459,1459,1459,2878,Kepler-357 b,2291.0,4.04 Earths,15.522,2014,Super Earth,1.84 x Earth,6.5 days,Kepler-356,Transit,3009.4444444444443,0.96,1.33,muy caliente,criogenia,1.84,4.04
1460,1460,1460,2879,Kepler-357 c,2291.0,7.61 Earths,15.522,2014,Neptune-like,0.238 x Jupiter,16.9 days,Kepler-357,Transit,2400.0,0.96,0.83,muy caliente,criogenia,0.238,7.61
1461,1461,1461,2880,Kepler-357 d,2291.0,11.6 Earths,15.522,2014,Neptune-like,0.306 x Jupiter,49.5 days,Kepler-357,Transit,2400.0,0.96,0.83,muy caliente,criogenia,0.306,11.6
1462,1462,1462,2881,Kepler-358 b,3706.0,7.85 Earths,15.356,2014,Neptune-like,0.243 x Jupiter,34.1 days,Kepler-357,Transit,2400.0,0.96,0.83,muy caliente,criogenia,0.243,7.85
1463,1463,1463,2882,Kepler-358 c,3706.0,8.5 Earths,15.356,2014,Neptune-like,0.254 x Jupiter,83.5 days,Kepler-358,Transit,2884.4444444444443,0.96,0.95,muy caliente,criogenia,0.254,8.5
1464,1464,1464,2883,Kepler-359 b,4900.0,12.2 Earths,15.881,2014,Neptune-like,0.315 x Jupiter,25.6 days,Kepler-358,Transit,2884.4444444444443,0.96,0.95,muy caliente,criogenia,0.315,12.2
