,index,row,name,light years from earth,planet mass,stellar magnitude,discovery date,planet type,planet radius,orbital radius,orbital period,eccentricity,solar system name,planet discovery method,right ascension,declination,host temperature (Cº),host mass,host radius,Tª type,distance type,planet radius [0],kepid,koi_impact,koi_prad
1053,2481,2481,Kepler-219 b,2627.0,9.01 Earths,13.718,2014,Neptune-like,0.263 x Jupiter,0.057 AU,4.6 days,0,Kepler-218,Transit,19h41m39.07s,+46d15m59.3s,2658.8888888888887,0.96,1.06,muy caliente,criogenia,0.263,9884104,0.823,3.29
1054,2482,2482,Kepler-219 c,2627.0,12.5 Earths,13.718,2014,Neptune-like,0.319 x Jupiter,0.165 AU,22.7 days,0,Kepler-219,Transit,19h14m57.36s,+46d45m45.2s,2816.6666666666665,0.96,1.49,muy caliente,criogenia,0.319,9884104,0.816,4.01
1055,2483,2483,Kepler-219 d,2627.0,19.1 Earths,13.718,2014,Super Earth,0.251 x Jupiter,0.272 AU,47.9 days,0,Kepler-219,Transit,19h14m57.36s,+46d45m45.2s,2816.6666666666665,0.96,1.49,muy caliente,criogenia,0.251,9884104,0.918,3.55
1056,2484,2484,Kepler-21 b,355.0,5.08 Earths,8.25,2012,Super Earth,1.639 x Earth,0.042717 AU,2.8 days,0.02,Kepler-219,Transit,19h14m57.36s,+46d45m45.2s,2816.6666666666665,0.96,1.49,muy caliente,lejos,1.639,3632418,0.893,1.69
1057,2485,2485,Kepler-220 b,561.0,0.457 Earths,12.857,2014,Terrestrial,0.81 x Earth,0.046 AU,4.2 days,0,Kepler-22,Transit,19h16m52.20s,+47d53m04.1s,2667.777777777778,0.97,0.98,muy caliente,criogenia,0.81,9950612,0.676,0.86
1058,2486,2486,Kepler-220 c,561.0,3.09 Earths,12.857,2014,Super Earth,1.57 x Earth,0.076 AU,9 days,0,Kepler-220,Transit,19h26m01.50s,+46d53m44.8s,2175.5555555555557,0.96,0.67,muy caliente,criogenia,1.57,9950612,0.846,1.8
1059,2487,2487,Kepler-220 d,561.0,0.904 Earths,12.857,2014,Terrestrial,0.98 x Earth,0.163 AU,28.1 days,0,Kepler-220,Transit,19h26m01.50s,+46d53m44.8s,2175.5555555555557,0.96,0.67,muy caliente,criogenia,0.98,9950612,0.516,0.9
1060,2488,2488,Kepler-220 e,561.0,2.33 Earths,12.857,2014,Super Earth,1.33 x Earth,0.226 AU,45.9 days,0,Kepler-220,Transit,19h26m01.50s,+46d53m44.8s,2175.5555555555557,0.96,0.67,muy caliente,criogenia,1.33,9950612,0.303,1.18
1061,2489,2489,Kepler-221 b,1271.0,3.57 Earths,13.749,2014,Super Earth,1.71 x Earth,0.037 AU,2.8 days,0,Kepler-220,Transit,19h26m01.50s,+46d53m44.8s,2175.5555555555557,0.96,0.67,muy caliente,criogenia,1.71,9963524,0.638,1.66
1062,2490,2490,Kepler-221 c,1271.0,15.1 Earths,13.749,2014,Super Earth,0.261 x Jupiter,0.059 AU,5.7 days,0,Kepler-221,Transit,19h46m37.14s,+46d50m07.0s,2515.0,0.96,0.82,muy caliente,criogenia,0.261,9963524,0.573,3.1
1063,2491,2491,Kepler-221 d,1271.0,7.9 Earths,13.749,2014,Neptune-like,0.244 x Jupiter,0.087 AU,10 days,0,Kepler-221,Transit,19h46m37.14s,+46d50m07.0s,2515.0,0.96,0.82,muy caliente,criogenia,0.244,9963524,0.768,2.97
1064,2492,2492,Kepler-221 e,1271.0,7.41 Earths,13.749,2014,Neptune-like,0.235 x Jupiter,0.13 AU,18.4 days,0,Kepler-221,Transit,19h46m37.14s,+46d50m07.0s,2515.0,0.96,0.82,muy caliente,criogenia,0.235,9963524,0.947,3.58
1065,2493,2493,Kepler-222 b,2530.0,10.1 Earths,15.06,2014,Neptune-like,0.282 x Jupiter,0.048 AU,3.9 days,0,Kepler-221,Transit,19h46m37.14s,+46d50m07.0s,2515.0,0.96,0.82,muy caliente,criogenia,0.282,10002866,0.801,3.36
1066,2494,2494,Kepler-222 c,2530.0,19.4 Earths,15.06,2014,Neptune-like,0.414 x Jupiter,0.091 AU,10.1 days,0,Kepler-222,Transit,19h11m37.46s,+46d56m16.0s,2620.5555555555557,0.96,0.87,muy caliente,criogenia,0.414,10002866,0.921,4.71
1067,2495,2495,Kepler-222 d,2530.0,13.2 Earths,15.06,2014,Neptune-like,0.329 x Jupiter,0.18 AU,28.1 days,0,Kepler-222,Transit,19h11m37.46s,+46d56m16.0s,2620.5555555555557,0.96,0.87,muy caliente,criogenia,0.329,10002866,0.425,3.63
1068,2496,2496,Kepler-223 b,6395.0,7.4 Earths,15.395,2014,Neptune-like,0.267 x Jupiter,0.073 AU,7.4 days,0.08,Kepler-222,Transit,19h11m37.46s,+46d56m16.0s,2620.5555555555557,0.96,0.87,muy caliente,criogenia,0.267,10227020,0.594,2.42
1069,2497,2497,Kepler-223 c,6395.0,5.1 Earths,15.395,2014,Neptune-like,0.307 x Jupiter,0.088 AU,9.8 days,0.15,Kepler-223,Transit,19h53m16.41s,+47d16m46.2s,2706.6666666666665,1.12,1.72,muy caliente,criogenia,0.307,10227020,0.55,2.68
1070,2498,2498,Kepler-223 d,6395.0,8 Earths,15.395,2014,Neptune-like,0.467 x Jupiter,0.116 AU,14.8 days,0.04,Kepler-223,Transit,19h53m16.41s,+47d16m46.2s,2706.6666666666665,1.12,1.72,muy caliente,criogenia,0.467,10227020,0.021,3.46
1071,2499,2499,Kepler-223 e,6395.0,4.8 Earths,15.395,2014,Neptune-like,0.41 x Jupiter,0.14 AU,19.7 days,0.05,Kepler-223,Transit,19h53m16.41s,+47d16m46.2s,2706.6666666666665,1.12,1.72,muy caliente,criogenia,0.41,10227020,0.898,3.57
1072,2500,2500,Kepler-224 b,2609.0,2.51 Earths,15.636,2014,Super Earth,1.39 x Earth,0.038 AU,3.1 days,0,Kepler-223,Transit,19h53m16.41s,+47d16m46.2s,2706.6666666666665,1.12,1.72,muy caliente,criogenia,1.39,10271806,0.135,1.39
1073,2501,2501,Kepler-224 c,2609.0,9.91 Earths,15.636,2014,Neptune-like,0.278 x Jupiter,0.058 AU,5.9 days,0,Kepler-224,Transit,19h23m44.23s,+47d21m27.4s,2390.0,0.96,0.68,muy caliente,criogenia,0.278,10271806,0.848,3.15
1074,2502,2502,Kepler-224 d,2609.0,5.9 Earths,15.636,2014,Neptune-like,0.205 x Jupiter,0.089 AU,11.3 days,0,Kepler-224,Transit,19h23m44.23s,+47d21m27.4s,2390.0,0.96,0.68,muy caliente,criogenia,0.205,10271806,0.398,2.39
1075,2503,2503,Kepler-224 e,2609.0,4.54 Earths,15.636,2014,Super Earth,1.97 x Earth,0.124 AU,18.6 days,0,Kepler-224,Transit,19h23m44.23s,+47d21m27.4s,2390.0,0.96,0.68,muy caliente,criogenia,1.97,10271806,0.774,2.14
1076,2504,2504,Kepler-225 b,1859.0,1.87 Earths,15.95,2014,Super Earth,1.2 x Earth,0.056 AU,6.7 days,0,Kepler-224,Transit,19h23m44.23s,+47d21m27.4s,2390.0,0.96,0.68,muy caliente,criogenia,1.2,10340423,0.043,1.44
1077,2505,2505,Kepler-225 c,1859.0,4.04 Earths,15.95,2014,Super Earth,1.84 x Earth,0.111 AU,18.8 days,0,Kepler-225,Transit,19h28m46.56s,+47d27m25.5s,1647.7777777777778,0.96,0.48,muy caliente,criogenia,1.84,10340423,0.356,2.33
1078,2506,2506,Kepler-226 b,3289.0,24 Earths,15.403,2014,Super Earth,1.55 x Earth,0.047 AU,3.9 days,0,Kepler-225,Transit,19h28m46.56s,+47d27m25.5s,1647.7777777777778,0.96,0.48,muy caliente,criogenia,1.55,10601284,0.226,1.7
1079,2507,2507,Kepler-226 c,3289.0,0.142 Jupiters,15.403,2014,Super Earth,0.203 x Jupiter,0.058 AU,5.3 days,0,Kepler-226,Transit,19h29m30.27s,+47d52m51.6s,2697.222222222222,0.96,0.8,muy caliente,criogenia,0.203,10601284,0.092,2.55
1080,2508,2508,Kepler-226 d,3289.0,1.98 Earths,15.403,2014,Super Earth,1.22 x Earth,0.076 AU,8.1 days,0,Kepler-226,Transit,19h29m30.27s,+47d52m51.6s,2697.222222222222,0.96,0.8,muy caliente,criogenia,1.22,10601284,0.025,1.3
1081,2509,2509,Kepler-227 b,3645.0,9.85 Earths,15.323,2014,Neptune-like,0.277 x Jupiter,0.09 AU,9.5 days,0,Kepler-226,Transit,19h29m30.27s,+47d52m51.6s,2697.222222222222,0.96,0.8,muy caliente,criogenia,0.277,10797460,0.146,2.26
1082,2510,2510,Kepler-227 c,3645.0,9.48 Earths,15.323,2014,Neptune-like,0.271 x Jupiter,0.29 AU,54.4 days,0,Kepler-227,Transit,19h27m44.22s,+48d08m29.9s,2854.4444444444443,0.96,1.09,muy caliente,criogenia,0.271,10797460,0.586,2.83
1083,2511,2511,Kepler-228 b,5626.0,2.96 Earths,15.704,2014,Super Earth,1.53 x Earth,0.038 AU,2.6 days,0,Kepler-227,Transit,19h27m44.22s,+48d08m29.9s,2854.4444444444443,0.96,1.09,muy caliente,criogenia,1.53,10872983,0.755,1.59
1084,2512,2512,Kepler-228 c,5626.0,7.75 Earths,15.704,2014,Neptune-like,0.241 x Jupiter,0.052 AU,4.1 days,0,Kepler-228,Transit,19h45m08.67s,+48d13m28.8s,2959.4444444444443,0.96,1.01,muy caliente,criogenia,0.241,10872983,0.762,2.77
1085,2513,2513,Kepler-228 d,5626.0,15.4 Earths,15.704,2014,Neptune-like,0.36 x Jupiter,0.101 AU,11.1 days,0,Kepler-228,Transit,19h45m08.67s,+48d13m28.8s,2959.4444444444443,0.96,1.01,muy caliente,criogenia,0.36,10872983,0.538,3.9
1086,2514,2514,Kepler-229 b,2759.0,5.48 Earths,15.826,2014,Neptune-like,2.2 x Earth,0.062 AU,6.3 days,0,Kepler-228,Transit,19h45m08.67s,+48d13m28.8s,2959.4444444444443,0.96,1.01,muy caliente,criogenia,2.2,10910878,0.105,2.65
1087,2515,2515,Kepler-229 c,2759.0,21.5 Earths,15.826,2014,Neptune-like,0.439 x Jupiter,0.117 AU,16.1 days,0,Kepler-229,Transit,19h07m59.87s,+48d22m32.9s,2446.6666666666665,0.96,0.73,muy caliente,criogenia,0.439,10910878,0.052,5.76
1088,2516,2516,Kepler-229 d,2759.0,14.2 Earths,15.826,2014,Neptune-like,0.343 x Jupiter,0.22 AU,41.2 days,0,Kepler-229,Transit,19h07m59.87s,+48d22m32.9s,2446.6666666666665,0.96,0.73,muy caliente,criogenia,0.343,10910878,0.045,3.86
1089,2517,2517,Kepler-22 b,620.0,36 Earths,11.644,2011,Super Earth,0.212 x Jupiter,0.849 AU,289.9 days,0,Kepler-229,Transit,19h07m59.87s,+48d22m32.9s,2446.6666666666665,0.96,0.73,muy caliente,criogenia,0.212,10593626,0.856,2.34
1090,2518,2518,Kepler-230 b,2468.0,16.8 Earths,15.073,2014,Neptune-like,0.38 x Jupiter,0.191 AU,32.6 days,0,Kepler-23,Transit,19h36m52.54s,+49d28m45.2s,2840.0,0.96,1.55,muy caliente,criogenia,0.38,11018648,0.021,3.36
1091,2519,2519,Kepler-230 c,2468.0,4.82 Earths,15.073,2014,Super Earth,2.04 x Earth,0.38 AU,91.8 days,0,Kepler-23,Transit,19h36m52.54s,+49d28m45.2s,2840.0,0.96,1.55,muy caliente,criogenia,2.04,11018648,0.606,2.12
1092,2520,2520,Kepler-231 b,1042.0,35.4 Earths,15.39,2014,Super Earth,1.73 x Earth,0.074 AU,10.1 days,0,Kepler-23,Transit,19h36m52.54s,+49d28m45.2s,2840.0,0.96,1.55,muy caliente,criogenia,1.73,12066335,0.628,1.91
1093,2521,2521,Kepler-231 c,1042.0,24.1 Earths,15.39,2014,Super Earth,1.93 x Earth,0.114 AU,19.3 days,0,Kepler-230,Transit,19h02m52.45s,+48d30m21.1s,2706.6666666666665,0.96,0.82,muy caliente,criogenia,1.93,12066335,0.031,1.93
1094,2522,2522,Kepler-232 b,4576.0,9.69 Earths,15.32,2014,Neptune-like,0.275 x Jupiter,0.054 AU,4.4 days,0,Kepler-230,Transit,19h02m52.45s,+48d30m21.1s,2706.6666666666665,0.96,0.82,muy caliente,criogenia,0.275,12366084,0.405,3.25
1095,2523,2523,Kepler-232 c,4576.0,14 Earths,15.32,2014,Neptune-like,0.342 x Jupiter,0.101 AU,11.4 days,0,Kepler-231,Transit,19h35m53.60s,+50d31m54.9s,1695.0,0.96,0.49,muy caliente,criogenia,0.342,12366084,0.911,3.95
1096,2524,2524,Kepler-233 b,2863.0,6.48 Earths,15.326,2014,Neptune-like,0.217 x Jupiter,0.077 AU,8.5 days,0,Kepler-231,Transit,19h35m53.60s,+50d31m54.9s,1695.0,0.96,0.49,muy caliente,criogenia,0.217,12470844,0.022,2.59
1097,2525,2525,Kepler-233 c,2863.0,7.8 Earths,15.326,2014,Neptune-like,0.242 x Jupiter,0.287 AU,60.4 days,0,Kepler-232,Transit,19h43m15.88s,+51d07m18.3s,2850.5555555555557,0.96,0.97,muy caliente,criogenia,0.242,12470844,0.094,2.36
1098,2526,2526,Kepler-234 b,5940.0,13.2 Earths,15.501,2014,Neptune-like,0.33 x Jupiter,0.04 AU,2.7 days,0,Kepler-232,Transit,19h43m15.88s,+51d07m18.3s,2850.5555555555557,0.96,0.97,muy caliente,criogenia,0.33,3342970,0.023,3.12
1099,2527,2527,Kepler-234 c,5940.0,12.1 Earths,15.501,2014,Neptune-like,0.313 x Jupiter,0.077 AU,7.2 days,0,Kepler-233,Transit,19h45m27.97s,+51d19m10.3s,2580.0,0.96,0.76,muy caliente,criogenia,0.313,3342970,0.012,3.32
1100,2528,2528,Kepler-235 b,1413.0,5.6 Earths,15.969,2014,Neptune-like,2.23 x Earth,0.037 AU,3.3 days,0,Kepler-233,Transit,19h45m27.97s,+51d19m10.3s,2580.0,0.96,0.76,muy caliente,criogenia,2.23,4139816,0.466,2.03
1101,2529,2529,Kepler-235 c,1413.0,2.18 Earths,15.969,2014,Super Earth,1.28 x Earth,0.065 AU,7.8 days,0,Kepler-234,Transit,19h26m36.84s,+38d29m40.8s,3060.0,0.96,1.11,muy caliente,criogenia,1.28,4139816,0.708,1.2
1102,2530,2530,Kepler-235 d,1413.0,4.86 Earths,15.969,2014,Super Earth,2.05 x Earth,0.122 AU,20.1 days,0,Kepler-234,Transit,19h26m36.84s,+38d29m40.8s,3060.0,0.96,1.11,muy caliente,criogenia,2.05,4139816,0.556,1.96
1103,2531,2531,Kepler-235 e,1413.0,5.56 Earths,15.969,2014,Neptune-like,2.22 x Earth,0.213 AU,46.2 days,0,Kepler-235,Transit,19h04m18.98s,+39d16m41.9s,1966.1111111111113,0.96,0.55,muy caliente,criogenia,2.22,4139816,0.013,1.83
1104,2532,2532,Kepler-236 b,950.0,3.09 Earths,15.374,2014,Super Earth,1.57 x Earth,0.065 AU,8.3 days,0,Kepler-235,Transit,19h04m18.98s,+39d16m41.9s,1966.1111111111113,0.96,0.55,muy caliente,criogenia,1.57,4725681,0.888,1.82
1105,2533,2533,Kepler-236 c,950.0,4.66 Earths,15.374,2014,Super Earth,2.0 x Earth,0.132 AU,24 days,0,Kepler-235,Transit,19h04m18.98s,+39d16m41.9s,1966.1111111111113,0.96,0.55,muy caliente,criogenia,2.0,4725681,0.416,1.8
1106,2534,2534,Kepler-237 b,2187.0,2.57 Earths,15.283,2014,Super Earth,1.41 x Earth,0.05 AU,4.7 days,0,Kepler-235,Transit,19h04m18.98s,+39d16m41.9s,1966.1111111111113,0.96,0.55,muy caliente,criogenia,1.41,5252423,0.258,1.46
1107,2535,2535,Kepler-237 c,2187.0,4.98 Earths,15.283,2014,Super Earth,2.08 x Earth,0.071 AU,8.1 days,0,Kepler-236,Transit,18h55m27.93s,+39d53m53.1s,1685.5555555555557,0.96,0.51,muy caliente,criogenia,2.08,5252423,0.047,2.11
1108,2536,2536,Kepler-238 b,6190.0,3.64 Earths,15.024,2014,Super Earth,1.73 x Earth,0.034 AU,2.1 days,0,Kepler-236,Transit,18h55m27.93s,+39d53m53.1s,1685.5555555555557,0.96,0.51,muy caliente,criogenia,1.73,5436502,0.746,1.62
1109,2537,2537,Kepler-238 c,6190.0,6.3 Earths,15.024,2014,Neptune-like,0.213 x Jupiter,0.069 AU,6.2 days,0,Kepler-237,Transit,18h52m53.13s,+40d25m18.6s,2302.777777777778,0.96,0.72,muy caliente,criogenia,0.213,5436502,0.235,2.32
1110,2538,2538,Kepler-238 d,6190.0,9.64 Earths,15.024,2014,Neptune-like,0.274 x Jupiter,0.115 AU,13.2 days,0,Kepler-237,Transit,18h52m53.13s,+40d25m18.6s,2302.777777777778,0.96,0.72,muy caliente,criogenia,0.274,5436502,0.014,3.06
1111,2539,2539,Kepler-238 e,6190.0,0.534 Jupiters,15.024,2013,Neptune-like,0.5 x Jupiter,Unknown,23.7 days,0,Kepler-238,Transit,19h11m35.31s,+40d38m16.1s,2797.222222222222,0.96,1.43,muy caliente,criogenia,0.5,5436502,0.008,7.89
1112,2540,2540,Kepler-238 f,6190.0,13.5 Earths,15.024,2013,Super Earth,2.0 x Earth,Unknown,50.4 days,0,Kepler-238,Transit,19h11m35.31s,+40d38m16.1s,2797.222222222222,0.96,1.43,muy caliente,criogenia,2.0,5436502,0.379,2.67
1113,2541,2541,Kepler-239 b,2153.0,6.04 Earths,15.233,2014,Neptune-like,0.208 x Jupiter,0.095 AU,11.8 days,0,Kepler-238,Transit,19h11m35.31s,+40d38m16.1s,2797.222222222222,0.96,1.43,muy caliente,criogenia,0.208,5456651,0.048,2.35
1114,2542,2542,Kepler-239 c,2153.0,6.85 Earths,15.233,2014,Neptune-like,0.224 x Jupiter,0.268 AU,56.2 days,0,Kepler-238,Transit,19h11m35.31s,+40d38m16.1s,2797.222222222222,0.96,1.43,muy caliente,criogenia,0.224,5456651,0.7,2.37
1115,2543,2543,Kepler-23 b,2793.0,0.8 Jupiters,13.401,2011,Neptune-like,1.9 x Earth,0.075 AU,7.1 days,0.06,Kepler-238,Transit,19h11m35.31s,+40d38m16.1s,2797.222222222222,0.96,1.43,muy caliente,criogenia,1.9,11512246,0.079,1.72
1116,2544,2544,Kepler-23 c,2793.0,2.7 Jupiters,13.401,2011,Neptune-like,0.285 x Jupiter,0.099 AU,10.7 days,0.02,Kepler-239,Transit,19h36m48.51s,+40d39m48.3s,2332.222222222222,0.96,0.76,muy caliente,criogenia,0.285,11512246,0.034,3.06
1117,2545,2545,Kepler-23 d,2793.0,17.6 Earths,13.401,2014,Super Earth,2.2 x Earth,0.124 AU,15.3 days,0.08,Kepler-239,Transit,19h36m48.51s,+40d39m48.3s,2332.222222222222,0.96,0.76,muy caliente,criogenia,2.2,11512246,0.153,2.17
1118,2546,2546,Kepler-240 b,2488.0,2.45 Earths,15.662,2014,Super Earth,1.37 x Earth,0.048 AU,4.1 days,0,Kepler-24,Transit,19h21m39.18s,+38d20m37.5s,2878.3333333333335,0.96,1.29,muy caliente,criogenia,1.37,5531576,0.004,1.48
1119,2547,2547,Kepler-240 c,2488.0,0.322 Jupiters,15.662,2014,Super Earth,2.2 x Earth,0.074 AU,8 days,0,Kepler-24,Transit,19h21m39.18s,+38d20m37.5s,2878.3333333333335,0.96,1.29,muy caliente,criogenia,2.2,5531576,0.3,2.25
1120,2548,2548,Kepler-241 b,1989.0,6.04 Earths,15.387,2014,Neptune-like,0.208 x Jupiter,0.094 AU,12.7 days,0,Kepler-24,Transit,19h21m39.18s,+38d20m37.5s,2878.3333333333335,0.96,1.29,muy caliente,criogenia,0.208,5794379,0.427,2.31
1121,2549,2549,Kepler-241 c,1989.0,7.13 Earths,15.387,2014,Neptune-like,0.229 x Jupiter,0.189 AU,36.1 days,0,Kepler-24,Transit,19h21m39.18s,+38d20m37.5s,2878.3333333333335,0.96,1.29,muy caliente,criogenia,0.229,5794379,0.26,2.64
1122,2550,2550,Kepler-242 b,1992.0,7.32 Earths,15.349,2014,Neptune-like,0.233 x Jupiter,0.075 AU,8.2 days,0,Kepler-240,Transit,19h24m38.11s,+40d45m00.9s,2371.6666666666665,0.96,0.74,muy caliente,criogenia,0.233,6428700,0.823,3.01
1123,2551,2551,Kepler-242 c,1992.0,4.66 Earths,15.349,2014,Super Earth,2.0 x Earth,0.109 AU,14.5 days,0,Kepler-240,Transit,19h24m38.11s,+40d45m00.9s,2371.6666666666665,0.96,0.74,muy caliente,criogenia,2.0,6428700,0.97,3.01
1124,2552,2552,Kepler-243 b,2309.0,6.57 Earths,15.057,2014,Neptune-like,0.219 x Jupiter,0.062 AU,5.7 days,0,Kepler-241,Transit,19h31m39.15s,+41d03m39.3s,2212.777777777778,0.96,0.67,muy caliente,criogenia,0.219,6587280,0.348,2.47
1125,2553,2553,Kepler-243 c,2309.0,4.62 Earths,15.057,2014,Super Earth,1.99 x Earth,0.142 AU,20 days,0,Kepler-241,Transit,19h31m39.15s,+41d03m39.3s,2212.777777777778,0.96,0.67,muy caliente,criogenia,1.99,6587280,0.957,2.28
1126,2554,2554,Kepler-244 b,3483.0,8.05 Earths,15.545,2014,Neptune-like,0.246 x Jupiter,0.05 AU,4.3 days,0,Kepler-242,Transit,19h06m15.77s,+41d48m30.3s,2391.1111111111113,0.96,0.85,muy caliente,criogenia,0.246,6849310,0.196,3.11
1127,2555,2555,Kepler-244 c,3483.0,4.86 Earths,15.545,2014,Super Earth,2.05 x Earth,0.087 AU,9.8 days,0,Kepler-242,Transit,19h06m15.77s,+41d48m30.3s,2391.1111111111113,0.96,0.85,muy caliente,criogenia,2.05,6849310,0.9,2.67
1128,2556,2556,Kepler-244 d,3483.0,15.2 Earths,15.545,2014,Super Earth,0.206 x Jupiter,0.14 AU,20.1 days,0,Kepler-243,Transit,19h00m26.51s,+42d02m02.2s,2506.6666666666665,0.96,0.84,muy caliente,criogenia,0.206,6849310,0.383,2.69
1129,2557,2557,Kepler-245 b,2879.0,7.13 Earths,15.597,2014,Neptune-like,0.229 x Jupiter,0.071 AU,7.5 days,0,Kepler-243,Transit,19h00m26.51s,+42d02m02.2s,2506.6666666666665,0.96,0.84,muy caliente,criogenia,0.229,6948054,0.02,2.56
1130,2558,2558,Kepler-245 c,2879.0,0.71 Jupiters,15.597,2014,Super Earth,2.18 x Earth,0.124 AU,17.5 days,0,Kepler-244,Transit,19h08m58.24s,+42d18m04.9s,2687.777777777778,0.96,0.8,muy caliente,criogenia,2.18,6948054,0.594,2.32
1131,2559,2559,Kepler-245 d,2879.0,21.6 Earths,15.597,2014,Neptune-like,0.27 x Jupiter,0.202 AU,36.3 days,0,Kepler-244,Transit,19h08m58.24s,+42d18m04.9s,2687.777777777778,0.96,0.8,muy caliente,criogenia,0.27,6948054,0.035,3.03
1132,2560,2560,Kepler-245 e,2879.0,3.71 Earths,15.597,2016,Super Earth,1.75 x Earth,Unknown,3.2 days,0,Kepler-244,Transit,19h08m58.24s,+42d18m04.9s,2687.777777777778,0.96,0.8,muy caliente,criogenia,1.75,6948054,0.06,1.69
1133,2561,2561,Kepler-246 b,2079.0,6.08 Earths,15.042,2014,Neptune-like,0.209 x Jupiter,0.052 AU,4.6 days,0,Kepler-245,Transit,19h26m33.35s,+42d26m10.7s,2435.5555555555557,0.96,0.8,muy caliente,criogenia,0.209,7134976,0.567,2.35
1134,2562,2562,Kepler-246 c,2079.0,2.86 Earths,15.042,2014,Super Earth,1.5 x Earth,0.095 AU,11.2 days,0,Kepler-245,Transit,19h26m33.35s,+42d26m10.7s,2435.5555555555557,0.96,0.8,muy caliente,criogenia,1.5,7134976,0.387,1.55
1135,2563,2563,Kepler-247 b,2206.0,3.33 Earths,15.047,2014,Super Earth,1.64 x Earth,0.042 AU,3.3 days,0,Kepler-245,Transit,19h26m33.35s,+42d26m10.7s,2435.5555555555557,0.96,0.8,muy caliente,criogenia,1.64,7434875,0.252,1.74
1136,2564,2564,Kepler-247 c,2206.0,15.7 Earths,15.047,2014,Neptune-like,0.365 x Jupiter,0.084 AU,9.4 days,0,Kepler-245,Transit,19h26m33.35s,+42d26m10.7s,2435.5555555555557,0.96,0.8,muy caliente,criogenia,0.365,7434875,0.049,4.16
1137,2565,2565,Kepler-247 d,2206.0,14.7 Earths,15.047,2014,Neptune-like,0.352 x Jupiter,0.14 AU,20.5 days,0,Kepler-246,Transit,19h45m56.02s,+42d39m48.3s,2494.4444444444443,0.96,0.83,muy caliente,criogenia,0.352,7434875,0.497,2.92
1138,2566,2566,Kepler-248 b,2462.0,9.38 Earths,15.233,2014,Neptune-like,0.269 x Jupiter,0.066 AU,6.3 days,0,Kepler-246,Transit,19h45m56.02s,+42d39m48.3s,2494.4444444444443,0.96,0.83,muy caliente,criogenia,0.269,7825899,0.03,2.96
1139,2567,2567,Kepler-248 c,2462.0,15.6 Earths,15.233,2014,Neptune-like,0.363 x Jupiter,0.123 AU,16.2 days,0,Kepler-247,Transit,19h14m34.21s,+43d02m21.4s,2435.5555555555557,0.96,0.77,muy caliente,criogenia,0.363,7825899,0.043,4.14
1140,2568,2568,Kepler-249 b,624.0,1.32 Earths,15.23,2014,Super Earth,1.09 x Earth,0.035 AU,3.3 days,0,Kepler-247,Transit,19h14m34.21s,+43d02m21.4s,2435.5555555555557,0.96,0.77,muy caliente,criogenia,1.09,7907423,0.001,0.91
1141,2569,2569,Kepler-249 c,624.0,2.89 Earths,15.23,2014,Super Earth,1.51 x Earth,0.058 AU,7.1 days,0,Kepler-247,Transit,19h14m34.21s,+43d02m21.4s,2435.5555555555557,0.96,0.77,muy caliente,criogenia,1.51,7907423,0.334,1.16
1142,2570,2570,Kepler-249 d,624.0,3.09 Earths,15.23,2014,Super Earth,1.57 x Earth,0.097 AU,15.4 days,0,Kepler-248,Transit,19h32m14.73s,+43d34m52.9s,2485.5555555555557,0.96,0.83,muy caliente,criogenia,1.57,7907423,0.115,1.11
1143,2571,2571,Kepler-24 b,3901.0,1.6 Jupiters,14.923,2011,Neptune-like,0.214 x Jupiter,0.08 AU,8.1 days,0,Kepler-248,Transit,19h32m14.73s,+43d34m52.9s,2485.5555555555557,0.96,0.83,muy caliente,criogenia,0.214,3231341,0.965,3.43
1144,2572,2572,Kepler-24 c,3901.0,1.6 Jupiters,14.923,2011,Neptune-like,0.25 x Jupiter,0.106 AU,12.3 days,0,Kepler-249,Transit,19h47m56.42s,+43d39m30.7s,1584.4444444444443,0.96,0.48,muy caliente,criogenia,0.25,3231341,0.979,4.12
1145,2573,2573,Kepler-24 d,3901.0,3.43 Earths,14.923,2014,Super Earth,1.67 x Earth,0.051 AU,4.2 days,0,Kepler-249,Transit,19h47m56.42s,+43d39m30.7s,1584.4444444444443,0.96,0.48,muy caliente,criogenia,1.67,3231341,0.949,2.07
1146,2574,2574,Kepler-24 e,3901.0,8.15 Earths,14.923,2014,Neptune-like,0.248 x Jupiter,0.138 AU,19 days,0,Kepler-249,Transit,19h47m56.42s,+43d39m30.7s,1584.4444444444443,0.96,0.48,muy caliente,criogenia,0.248,3231341,1.3,43.17
1147,2575,2575,Kepler-250 b,2536.0,1.51 Earths,15.414,2014,Super Earth,1.13 x Earth,0.048 AU,4.1 days,0,Kepler-25,Transit,19h06m33.21s,+39d29m16.4s,3085.5555555555557,1.19,1.31,muy caliente,criogenia,1.13,8226994,0.093,1.08
1148,2576,2576,Kepler-250 c,2536.0,5.82 Earths,15.414,2014,Neptune-like,0.203 x Jupiter,0.069 AU,7.2 days,0,Kepler-25,Transit,19h06m33.21s,+39d29m16.4s,3085.5555555555557,1.19,1.31,muy caliente,criogenia,0.203,8226994,0.45,2.47
1149,2577,2577,Kepler-250 d,2536.0,5.39 Earths,15.414,2014,Neptune-like,2.18 x Earth,0.127 AU,17.6 days,0,Kepler-25,Radial Velocity,19h06m33.21s,+39d29m16.4s,3085.5555555555557,1.19,1.31,muy caliente,criogenia,2.18,8226994,0.653,2.43
