,Unnamed: 0_x,kepid_x,name,koi_impact_x,koi_prad_x,Unnamed: 0_y,description,discovery date,Unnamed: 0,kepid_y,koi_impact_y,koi_prad_y
98,149,6291653,Kepler-702 b,0.644,8.24,1955,"Kepler-6 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.668 Jupiters, it takes 3.2 days to complete one orbit of its star, and is 0.04852 AU from its star. Its discovery was announced in 2009.",2016,149,6291653,0.644,8.24
99,150,6392727,Kepler-703 b,0.045,5.39,1956,"Kepler-700 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 30 Earths, it takes 80.9 days to complete one orbit of its star, and is 0.3577 AU from its star. Its discovery was announced in 2016.",2016,150,6392727,0.045,5.39
100,151,6422070,Kepler-704 b,0.926,2.66,1957,"Kepler-701 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.45 Earths, it takes 10.4 days to complete one orbit of its star, and is 0.0895 AU from its star. Its discovery was announced in 2016.",2016,151,6422070,0.926,2.66
101,152,6428700,Kepler-242 b,0.823,3.01,1122,"Kepler-241 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.04 Earths, it takes 12.7 days to complete one orbit of its star, and is 0.094 AU from its star. Its discovery was announced in 2014.",2014,152,6428700,0.823,3.01
102,153,6428700,Kepler-242 c,0.97,3.01,1123,"Kepler-241 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.13 Earths, it takes 36.1 days to complete one orbit of its star, and is 0.189 AU from its star. Its discovery was announced in 2014.",2014,153,6428700,0.97,3.01
103,155,5794379,Kepler-241 b,0.427,2.31,1120,"Kepler-240 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.45 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.048 AU from its star. Its discovery was announced in 2014.",2014,155,5794379,0.427,2.31
104,156,5794379,Kepler-241 c,0.26,2.64,1121,"Kepler-240 c is a super Earth exoplanet that orbits a K-type star. Its mass is 0.322 Jupiters, it takes 8 days to complete one orbit of its star, and is 0.074 AU from its star. Its discovery was announced in 2014.",2014,156,5794379,0.26,2.64
105,157,5881688,Kepler-696 b,0.458,6.21,1946,"Kepler-693 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.232 Jupiters, it takes 15.4 days to complete one orbit of its star, and is 0.1121 AU from its star. Its discovery was announced in 2016.",2016,157,5881688,0.458,6.21
106,158,6022556,Kepler-697 b,0.023,4.35,1947,"Kepler-694 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.25 Earths, it takes 6.4 days to complete one orbit of its star, and is 0.0659 AU from its star. Its discovery was announced in 2016.",2016,158,6022556,0.023,4.35
107,159,6032497,Kepler-698 b,0.791,3.75,1948,"Kepler-695 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.196 Jupiters, it takes 3 days to complete one orbit of its star, and is 0.0374 AU from its star. Its discovery was announced in 2016.",2016,159,6032497,0.791,3.75
108,160,6061119,Kepler-699 b,0.782,13.84,1949,"Kepler-696 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 31.3 Earths, it takes 4.2 days to complete one orbit of its star, and is 0.0535 AU from its star. Its discovery was announced in 2016.",2013,160,6061119,0.782,13.84
109,161,6191521,Kepler-700 b,0.527,7.59,1953,"Kepler-69 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.65 Earths, it takes 13.7 days to complete one orbit of its star, and is 0.094 AU from its star. Its discovery was announced in 2013.",2016,161,6191521,0.527,7.59
110,163,3531558,Kepler-467 b,0.686,2.29,1646,"Kepler-466 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.5 Earths, it takes 51.1 days to complete one orbit of its star, and is 0.2671 AU from its star. Its discovery was announced in 2016.",2016,163,3531558,0.686,2.29
111,164,6276477,Kepler-701 b,0.029,2.47,1954,"Kepler-69 c is a super Earth exoplanet that orbits a G-type star. Its mass is 3.57 Earths, it takes 242.5 days to complete one orbit of its star, and is 0.64 AU from its star. Its discovery was announced in 2013.",2016,164,6276477,0.029,2.47
112,165,6863998,Kepler-709 b,0.867,3.68,1962,"Kepler-706 b is a gas giant exoplanet that orbits a G-type star. Its mass is Unknown, it takes 41.4 days to complete one orbit of its star, and is 0.2162 AU from its star. Its discovery was announced in 2016.",2016,165,6863998,0.867,3.68
113,167,6948054,Kepler-245 b,0.02,2.56,1129,"Kepler-244 c is a super Earth exoplanet that orbits a G-type star. Its mass is 4.86 Earths, it takes 9.8 days to complete one orbit of its star, and is 0.087 AU from its star. Its discovery was announced in 2014.",2014,167,6948054,0.02,2.56
114,168,6948054,Kepler-245 d,0.035,3.03,1131,"Kepler-245 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.13 Earths, it takes 7.5 days to complete one orbit of its star, and is 0.071 AU from its star. Its discovery was announced in 2014.",2016,168,6948054,0.035,3.03
115,169,6948054,Kepler-245 c,0.594,2.32,1130,"Kepler-244 d is a super Earth exoplanet that orbits a G-type star. Its mass is 15.2 Earths, it takes 20.1 days to complete one orbit of its star, and is 0.14 AU from its star. Its discovery was announced in 2014.",2014,169,6948054,0.594,2.32
116,170,6435936,Kepler-705 b,0.018,1.94,1958,"Kepler-702 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.194 Jupiters, it takes 10.5 days to complete one orbit of its star, and is 0.088 AU from its star. Its discovery was announced in 2016.",2016,170,6435936,0.018,1.94
117,171,6522242,Kepler-706 b,0.377,11.38,1959,"Kepler-703 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.161 Jupiters, it takes 4.6 days to complete one orbit of its star, and is 0.0535 AU from its star. Its discovery was announced in 2016.",2016,171,6522242,0.377,11.38
118,173,6587280,Kepler-243 b,0.348,2.47,1124,"Kepler-242 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.32 Earths, it takes 8.2 days to complete one orbit of its star, and is 0.075 AU from its star. Its discovery was announced in 2014.",2014,173,6587280,0.348,2.47
119,174,9471974,Kepler-108 b,0.035,8.2,123,"Kepler-108 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.176 Jupiters, it takes 49.2 days to complete one orbit of its star, and is 0.292 AU from its star. Its discovery was announced in 2014.",2014,174,9471974,0.035,8.2
120,175,6587280,Kepler-243 c,0.957,2.28,1125,"Kepler-242 c is a super Earth exoplanet that orbits a K-type star. Its mass is 4.66 Earths, it takes 14.5 days to complete one orbit of its star, and is 0.109 AU from its star. Its discovery was announced in 2014.",2014,175,6587280,0.957,2.28
121,178,6685526,Kepler-707 b,0.128,1.41,1960,"Kepler-704 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.32 Earths, it takes 3.8 days to complete one orbit of its star, and is 0.047 AU from its star. Its discovery was announced in 2016.",2016,178,6685526,0.128,1.41
122,180,6784235,Kepler-708 b,0.026,2.62,1961,"Kepler-705 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 5.1 Earths, it takes 56.1 days to complete one orbit of its star, and is 0.232 AU from its star. Its discovery was announced in 2016.",2016,180,6784235,0.026,2.62
123,181,6849310,Kepler-244 b,0.196,3.11,1126,"Kepler-243 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.57 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.062 AU from its star. Its discovery was announced in 2014.",2014,181,6849310,0.196,3.11
124,182,6849310,Kepler-244 d,0.383,2.69,1128,"Kepler-244 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.05 Earths, it takes 4.3 days to complete one orbit of its star, and is 0.05 AU from its star. Its discovery was announced in 2014.",2014,182,6849310,0.383,2.69
125,183,6849310,Kepler-244 c,0.9,2.67,1127,"Kepler-243 c is a super Earth exoplanet that orbits a K-type star. Its mass is 4.62 Earths, it takes 20 days to complete one orbit of its star, and is 0.142 AU from its star. Its discovery was announced in 2014.",2014,183,6849310,0.9,2.67
126,185,9471974,Kepler-108 c,0.812,7.78,124,"Kepler-108 c is a gas giant exoplanet that orbits a G-type star. Its mass is 0.16 Jupiters, it takes 190.3 days to complete one orbit of its star, and is 0.721 AU from its star. Its discovery was announced in 2014.",2014,185,9471974,0.812,7.78
127,187,7366258,Kepler-82 b,0.03,3.91,2117,"Kepler-827 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 27 Earths, it takes 51.9 days to complete one orbit of its star, and is 0.2742 AU from its star. Its discovery was announced in 2016.",2012,187,7366258,0.03,3.91
128,188,7366258,Kepler-82 c,0.183,5.51,2118,"Kepler-828 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.89 Earths, it takes 0.6 days to complete one orbit of its star, and is 0.0125 AU from its star. Its discovery was announced in 2016.",2014,188,7366258,0.183,5.51
129,189,7366258,Kepler-82 e,0.209,2.43,2120,"Kepler-82 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 12.15 Earths, it takes 26.4 days to complete one orbit of its star, and is 0.1683 AU from its star. Its discovery was announced in 2012.",2016,189,7366258,0.209,2.43
130,190,7366258,Kepler-82 d,0.479,1.86,2119,"Kepler-829 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.1 Earths, it takes 6.9 days to complete one orbit of its star, and is 0.0678 AU from its star. Its discovery was announced in 2016.",2014,190,7366258,0.479,1.86
131,191,7373451,Kepler-712 b,0.036,3.07,1965,"Kepler-709 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.85 Earths, it takes 16.1 days to complete one orbit of its star, and is 0.1173 AU from its star. Its discovery was announced in 2016.",2016,191,7373451,0.036,3.07
132,192,6948054,Kepler-245 e,0.06,1.69,1132,"Kepler-245 c is a super Earth exoplanet that orbits a K-type star. Its mass is 0.71 Jupiters, it takes 17.5 days to complete one orbit of its star, and is 0.124 AU from its star. Its discovery was announced in 2014.",2014,192,6948054,0.06,1.69
133,193,6949607,Kepler-28 b,0.17,1.73,1257,"Kepler-289 b is a super Earth exoplanet that orbits an F-type star. Its mass is 7.3 Earths, it takes 34.5 days to complete one orbit of its star, and is 0.21 AU from its star. Its discovery was announced in 2014.",2011,193,6949607,0.17,1.73
134,194,6949607,Kepler-28 c,0.008,1.65,1258,"Kepler-289 c is a gas giant exoplanet that orbits an F-type star. Its mass is 0.42 Jupiters, it takes 125.9 days to complete one orbit of its star, and is 0.51 AU from its star. Its discovery was announced in 2014.",2014,194,6949607,0.008,1.65
135,197,7109675,Kepler-46 b,0.67,8.46,1648,"Kepler-467 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.69 Earths, it takes 25 days to complete one orbit of its star, and is 0.1651 AU from its star. Its discovery was announced in 2016.",2014,197,7109675,0.67,8.46
136,198,7109675,Kepler-46 d,0.429,1.97,1649,"Kepler-468 b is a gas giant exoplanet that orbits a G-type star. Its mass is Unknown, it takes 38.5 days to complete one orbit of its star, and is 0.2213 AU from its star. Its discovery was announced in 2016.",2016,198,7109675,0.429,1.97
137,199,7118364,Kepler-710 b,0.025,2.36,1963,"Kepler-707 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.33 Earths, it takes 2.2 days to complete one orbit of its star, and is 0.0325 AU from its star. Its discovery was announced in 2016.",2016,199,7118364,0.025,2.36
138,200,7134976,Kepler-246 b,0.567,2.35,1133,"Kepler-245 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 21.6 Earths, it takes 36.3 days to complete one orbit of its star, and is 0.202 AU from its star. Its discovery was announced in 2014.",2014,200,7134976,0.567,2.35
139,201,7134976,Kepler-246 c,0.387,1.55,1134,"Kepler-245 e is a super Earth exoplanet that orbits a K-type star. Its mass is 3.71 Earths, it takes 3.2 days to complete one orbit of its star, and is 0.04 AU from its star. Its discovery was announced in 2016.",2014,201,7134976,0.387,1.55
140,204,7287995,Kepler-81 b,0.327,2.33,2103,"Kepler-817 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.189 Jupiters, it takes 4 days to complete one orbit of its star, and is 0.0493 AU from its star. Its discovery was announced in 2016.",2012,204,7287995,0.327,2.33
141,205,7287995,Kepler-81 c,0.286,2.18,2104,"Kepler-818 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 22.9 Earths, it takes 10 days to complete one orbit of its star, and is 0.0886 AU from its star. Its discovery was announced in 2016.",2014,205,7287995,0.286,2.18
142,206,7287995,Kepler-81 d,0.706,1.42,2105,"Kepler-819 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.05 Earths, it takes 33.2 days to complete one orbit of its star, and is 0.1894 AU from its star. Its discovery was announced in 2016.",2016,206,7287995,0.706,1.42
143,208,7303253,Kepler-711 b,0.926,3.16,1964,"Kepler-708 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.91 Earths, it takes 3.2 days to complete one orbit of its star, and is 0.0426 AU from its star. Its discovery was announced in 2016.",2016,208,7303253,0.926,3.16
144,209,5094751,Kepler-109 b,0.833,2.54,136,"Kepler-109 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.3 Earths, it takes 6.5 days to complete one orbit of its star, and is 0.0683 AU from its star. Its discovery was announced in 2014.",2014,209,5094751,0.833,2.54
145,210,7678434,Kepler-716 b,0.537,3.2,1970,"Kepler-713 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.71 Earths, it takes 7.4 days to complete one orbit of its star, and is 0.0748 AU from its star. Its discovery was announced in 2016.",2020,210,7678434,0.537,3.2
146,211,7678434,Kepler-716 c,0.836,1.78,1971,"Kepler-714 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.213 Jupiters, it takes 8.1 days to complete one orbit of its star, and is 0.0832 AU from its star. Its discovery was announced in 2016.",2016,211,7678434,0.836,1.78
147,212,7685981,Kepler-717 b,0.899,2.66,1972,"Kepler-715 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 13.5 Earths, it takes 10 days to complete one orbit of its star, and is 0.0933 AU from its star. Its discovery was announced in 2016.",2016,212,7685981,0.899,2.66
148,214,7373451,Kepler-712 c,0.731,4.53,1966,"Kepler-710 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.19 Earths, it takes 4.3 days to complete one orbit of its star, and is 0.0524 AU from its star. Its discovery was announced in 2016.",2016,214,7373451,0.731,4.53
149,217,7434875,Kepler-247 c,0.049,4.16,1136,"Kepler-246 c is a super Earth exoplanet that orbits a K-type star. Its mass is 2.86 Earths, it takes 11.2 days to complete one orbit of its star, and is 0.095 AU from its star. Its discovery was announced in 2014.",2014,217,7434875,0.049,4.16
150,218,8349582,Kepler-95 b,0.0,3.13,2277,"Kepler-957 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 25.9 Earths, it takes 5.9 days to complete one orbit of its star, and is 0.0559 AU from its star. Its discovery was announced in 2016.",2016,218,8349582,0.0,3.13
151,219,7434875,Kepler-247 d,0.497,2.92,1137,"Kepler-247 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.33 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.042 AU from its star. Its discovery was announced in 2014.",2014,219,7434875,0.497,2.92
152,220,7434875,Kepler-247 b,0.252,1.74,1135,"Kepler-246 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.08 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.052 AU from its star. Its discovery was announced in 2014.",2014,220,7434875,0.252,1.74
153,221,7455287,Kepler-54 b,0.192,1.72,1753,"Kepler-549 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11 Earths, it takes 42.9 days to complete one orbit of its star, and is 0.2283 AU from its star. Its discovery was announced in 2016.",2012,221,7455287,0.192,1.72
154,222,7455287,Kepler-54 c,0.014,1.29,1754,"Kepler-549 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.91 Earths, it takes 117 days to complete one orbit of its star, and is 0.4453 AU from its star. Its discovery was announced in 2016.",2014,222,7455287,0.014,1.29
155,223,7455287,Kepler-54 d,0.228,1.3,1755,"Kepler-54 b is a super Earth exoplanet that orbits an M-type star. Its mass is 21.5 Earths, it takes 8 days to complete one orbit of its star, and is 0.0619 AU from its star. Its discovery was announced in 2012.",2016,223,7455287,0.228,1.3
156,224,7458762,Kepler-713 b,0.712,2.45,1967,"Kepler-711 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 11.5 Earths, it takes 23.6 days to complete one orbit of its star, and is 0.1429 AU from its star. Its discovery was announced in 2016.",2016,224,7458762,0.712,2.45
